選挙区,都道府県,都道府県コード,区番号,投票率_2021,投票率_2017,投票率_平均,支持率_自民党,支持率_立憲民主党,支持率_維新,支持率_国民民主党,支持率_共産党,支持率_れいわ,支持率_参政党,支持率_その他,イデオロギー_保守,イデオロギー_中道,イデオロギー_革新,政治関心_高,政治関心_中,政治関心_低,浮動票率,備考
大阪府7区,大阪府,27,7,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府8区,大阪府,27,8,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府9区,大阪府,27,9,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府10区,大阪府,27,10,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府11区,大阪府,27,11,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府12区,大阪府,27,12,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府13区,大阪府,27,13,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府14区,大阪府,27,14,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府15区,大阪府,27,15,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府16区,大阪府,27,16,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府17区,大阪府,27,17,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府18区,大阪府,27,18,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
大阪府19区,大阪府,27,19,0.556,0.532,0.544,0.2,0.12,0.32,0.05,0.07,0.06,0.03,0.15,0.3,0.42,0.28,0.28,0.44,0.28,0.38,維新の会が圧倒的に強い独特の政治環境。大阪都構想など地方自治が重要テーマ。反既成政党感情が強い。
兵庫県1区,兵庫県,28,1,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県2区,兵庫県,28,2,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県3区,兵庫県,28,3,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県4区,兵庫県,28,4,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県5区,兵庫県,28,5,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県6区,兵庫県,28,6,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県7区,兵庫県,28,7,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県8区,兵庫県,28,8,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県9区,兵庫県,28,9,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県10区,兵庫県,28,10,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県11区,兵庫県,28,11,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
兵庫県12区,兵庫県,28,12,0.542,0.518,0.53,0.28,0.15,0.22,0.06,0.07,0.05,0.03,0.14,0.34,0.4,0.26,0.25,0.44,0.31,0.36,大阪の影響で維新が強い。神戸市は多党競合。北部・西部の農村部はLDPが優勢。
奈良県1区,奈良県,29,1,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,大阪のベッドタウンで維新の影響が強い。南部は保守的な農村地帯。
奈良県2区,奈良県,29,2,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,大阪のベッドタウンで維新の影響が強い。南部は保守的な農村地帯。
奈良県3区,奈良県,29,3,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,大阪のベッドタウンで維新の影響が強い。南部は保守的な農村地帯。
奈良県4区,奈良県,29,4,0.532,0.508,0.52,0.3,0.14,0.2,0.06,0.07,0.05,0.03,0.15,0.38,0.38,0.24,0.22,0.44,0.34,0.34,大阪のベッドタウンで維新の影響が強い。南部は保守的な農村地帯。
和歌山県1区,和歌山県,30,1,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,二階俊博元幹事長の地盤として知られる保守地域。大阪に近い北部は維新の影響も。
和歌山県2区,和歌山県,30,2,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,二階俊博元幹事長の地盤として知られる保守地域。大阪に近い北部は維新の影響も。
和歌山県3区,和歌山県,30,3,0.522,0.498,0.51,0.38,0.12,0.14,0.06,0.06,0.04,0.03,0.17,0.46,0.36,0.18,0.2,0.42,0.38,0.26,二階俊博元幹事長の地盤として知られる保守地域。大阪に近い北部は維新の影響も。
鳥取県1区,鳥取県,31,1,0.558,0.534,0.546,0.42,0.13,0.08,0.06,0.06,0.04,0.03,0.18,0.5,0.34,0.16,0.22,0.44,0.34,0.24,人口最少県。石破茂の地盤。保守的だが投票率は比較的高い。過疎化対策が重要課題。
鳥取県2区,鳥取県,31,2,0.558,0.534,0.546,0.42,0.13,0.08,0.06,0.06,0.04,0.03,0.18,0.5,0.34,0.16,0.22,0.44,0.34,0.24,人口最少県。石破茂の地盤。保守的だが投票率は比較的高い。過疎化対策が重要課題。
島根県1区,島根県,32,1,0.568,0.544,0.556,0.46,0.12,0.06,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.24,0.44,0.32,0.18,竹下登元首相の地盤。全国有数のLDP地盤。投票率は高いが保守票が固い。原発（島根原発）が課題。
島根県2区,島根県,32,2,0.568,0.544,0.556,0.46,0.12,0.06,0.06,0.05,0.04,0.03,0.18,0.55,0.32,0.13,0.24,0.44,0.32,0.18,竹下登元首相の地盤。全国有数のLDP地盤。投票率は高いが保守票が固い。原発（島根原発）が課題。
岡山県1区,岡山県,33,1,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,保守的な地域。岡山市は比較的競争的。製造業が盛んで経済政策への関心が高い。
岡山県2区,岡山県,33,2,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,保守的な地域。岡山市は比較的競争的。製造業が盛んで経済政策への関心が高い。
岡山県3区,岡山県,33,3,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,保守的な地域。岡山市は比較的競争的。製造業が盛んで経済政策への関心が高い。
岡山県4区,岡山県,33,4,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,保守的な地域。岡山市は比較的競争的。製造業が盛んで経済政策への関心が高い。
岡山県5区,岡山県,33,5,0.524,0.502,0.513,0.38,0.14,0.1,0.06,0.06,0.05,0.03,0.18,0.46,0.36,0.18,0.21,0.43,0.36,0.28,保守的な地域。岡山市は比較的競争的。製造業が盛んで経済政策への関心が高い。
広島県1区,広島県,34,1,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県2区,広島県,34,2,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県3区,広島県,34,3,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県4区,広島県,34,4,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県5区,広島県,34,5,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県6区,広島県,34,6,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
広島県7区,広島県,34,7,0.528,0.504,0.516,0.36,0.15,0.1,0.07,0.07,0.05,0.03,0.17,0.42,0.38,0.2,0.24,0.44,0.32,0.3,保守的だが広島市は平和運動の影響で核・安保政策への意識が高い。岸田文雄前首相の地盤。
山口県1区,山口県,35,1,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,安倍晋三元首相をはじめ多くの首相を輩出。全国最強のLDP地盤の一つ。保守色が極めて強い。
山口県2区,山口県,35,2,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,安倍晋三元首相をはじめ多くの首相を輩出。全国最強のLDP地盤の一つ。保守色が極めて強い。
山口県3区,山口県,35,3,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,安倍晋三元首相をはじめ多くの首相を輩出。全国最強のLDP地盤の一つ。保守色が極めて強い。
山口県4区,山口県,35,4,0.518,0.494,0.506,0.48,0.11,0.07,0.05,0.05,0.04,0.03,0.17,0.58,0.3,0.12,0.2,0.42,0.38,0.16,安倍晋三元首相をはじめ多くの首相を輩出。全国最強のLDP地盤の一つ。保守色が極めて強い。
徳島県1区,徳島県,36,1,0.502,0.478,0.49,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.41,0.4,0.24,四国の保守地盤。投票率は低め。過疎化が深刻。関西圏の影響で維新もやや浸透。
徳島県2区,徳島県,36,2,0.502,0.478,0.49,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.41,0.4,0.24,四国の保守地盤。投票率は低め。過疎化が深刻。関西圏の影響で維新もやや浸透。
香川県1区,香川県,37,1,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,四国の保守地盤。高松市は比較的都市的だが全体的にLDPが優勢。
香川県2区,香川県,37,2,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,四国の保守地盤。高松市は比較的都市的だが全体的にLDPが優勢。
香川県3区,香川県,37,3,0.508,0.486,0.497,0.4,0.13,0.1,0.06,0.06,0.04,0.03,0.18,0.48,0.35,0.17,0.19,0.42,0.39,0.24,四国の保守地盤。高松市は比較的都市的だが全体的にLDPが優勢。
愛媛県1区,愛媛県,38,1,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,四国最大の県。松山市は比較的競争的だが全体はLDP優勢。柑橘農業が主要産業。
愛媛県2区,愛媛県,38,2,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,四国最大の県。松山市は比較的競争的だが全体はLDP優勢。柑橘農業が主要産業。
愛媛県3区,愛媛県,38,3,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,四国最大の県。松山市は比較的競争的だが全体はLDP優勢。柑橘農業が主要産業。
愛媛県4区,愛媛県,38,4,0.516,0.492,0.504,0.38,0.14,0.09,0.07,0.06,0.04,0.03,0.19,0.46,0.36,0.18,0.2,0.42,0.38,0.26,四国最大の県。松山市は比較的競争的だが全体はLDP優勢。柑橘農業が主要産業。
高知県1区,高知県,39,1,0.494,0.47,0.482,0.36,0.15,0.08,0.07,0.08,0.05,0.03,0.18,0.42,0.36,0.22,0.2,0.4,0.4,0.28,四国の中では比較的革新的。自由民権運動発祥の地。投票率は全国最低レベル。過疎化が深刻。
高知県2区,高知県,39,2,0.494,0.47,0.482,0.36,0.15,0.08,0.07,0.08,0.05,0.03,0.18,0.42,0.36,0.22,0.2,0.4,0.4,0.28,四国の中では比較的革新的。自由民権運動発祥の地。投票率は全国最低レベル。過疎化が深刻。
福岡県1区,福岡県,40,1,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県2区,福岡県,40,2,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県3区,福岡県,40,3,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県4区,福岡県,40,4,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県5区,福岡県,40,5,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県6区,福岡県,40,6,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県7区,福岡県,40,7,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県8区,福岡県,40,8,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県9区,福岡県,40,9,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県10区,福岡県,40,10,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
福岡県11区,福岡県,40,11,0.528,0.504,0.516,0.32,0.16,0.1,0.07,0.07,0.06,0.03,0.19,0.38,0.4,0.22,0.24,0.44,0.32,0.34,九州最大の都市圏。福岡市は競争的で浮動票が多い。北九州は労組の影響。筑後地方は保守的。
佐賀県1区,佐賀県,41,1,0.536,0.51,0.523,0.42,0.12,0.07,0.06,0.05,0.04,0.04,0.2,0.5,0.34,0.16,0.2,0.43,0.37,0.22,保守的な農村県。オスプレイ配備問題など安全保障が地域課題。LDPが安定的に強い。
佐賀県2区,佐賀県,41,2,0.536,0.51,0.523,0.42,0.12,0.07,0.06,0.05,0.04,0.04,0.2,0.5,0.34,0.16,0.2,0.43,0.37,0.22,保守的な農村県。オスプレイ配備問題など安全保障が地域課題。LDPが安定的に強い。
長崎県1区,長崎県,42,1,0.524,0.498,0.511,0.38,0.14,0.08,0.06,0.06,0.05,0.03,0.2,0.44,0.36,0.2,0.22,0.43,0.35,0.28,被爆地として平和運動が盛ん。保守地盤だが核・安保政策には敏感。離島も多く地域課題が多様。
長崎県2区,長崎県,42,2,0.524,0.498,0.511,0.38,0.14,0.08,0.06,0.06,0.05,0.03,0.2,0.44,0.36,0.2,0.22,0.43,0.35,0.28,被爆地として平和運動が盛ん。保守地盤だが核・安保政策には敏感。離島も多く地域課題が多様。
長崎県3区,長崎県,42,3,0.524,0.498,0.511,0.38,0.14,0.08,0.06,0.06,0.05,0.03,0.2,0.44,0.36,0.2,0.22,0.43,0.35,0.28,被爆地として平和運動が盛ん。保守地盤だが核・安保政策には敏感。離島も多く地域課題が多様。
熊本県1区,熊本県,43,1,0.532,0.508,0.52,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.21,0.43,0.36,0.25,保守的な地域。TSMC進出で経済が活性化。水俣病など環境問題の歴史もあり一部で革新的な運動も。
熊本県2区,熊本県,43,2,0.532,0.508,0.52,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.21,0.43,0.36,0.25,保守的な地域。TSMC進出で経済が活性化。水俣病など環境問題の歴史もあり一部で革新的な運動も。
熊本県3区,熊本県,43,3,0.532,0.508,0.52,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.21,0.43,0.36,0.25,保守的な地域。TSMC進出で経済が活性化。水俣病など環境問題の歴史もあり一部で革新的な運動も。
熊本県4区,熊本県,43,4,0.532,0.508,0.52,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.21,0.43,0.36,0.25,保守的な地域。TSMC進出で経済が活性化。水俣病など環境問題の歴史もあり一部で革新的な運動も。
熊本県5区,熊本県,43,5,0.532,0.508,0.52,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.21,0.43,0.36,0.25,保守的な地域。TSMC進出で経済が活性化。水俣病など環境問題の歴史もあり一部で革新的な運動も。
大分県1区,大分県,44,1,0.53,0.506,0.518,0.36,0.16,0.08,0.07,0.06,0.05,0.03,0.19,0.42,0.38,0.2,0.21,0.43,0.36,0.28,社会党の源流「大分方式」で知られる。九州では比較的革新的な伝統がある。村山富市元首相の出身地。
大分県2区,大分県,44,2,0.53,0.506,0.518,0.36,0.16,0.08,0.07,0.06,0.05,0.03,0.19,0.42,0.38,0.2,0.21,0.43,0.36,0.28,社会党の源流「大分方式」で知られる。九州では比較的革新的な伝統がある。村山富市元首相の出身地。
大分県3区,大分県,44,3,0.53,0.506,0.518,0.36,0.16,0.08,0.07,0.06,0.05,0.03,0.19,0.42,0.38,0.2,0.21,0.43,0.36,0.28,社会党の源流「大分方式」で知られる。九州では比較的革新的な伝統がある。村山富市元首相の出身地。
宮崎県1区,宮崎県,45,1,0.504,0.48,0.492,0.42,0.12,0.07,0.06,0.06,0.04,0.04,0.19,0.5,0.34,0.16,0.18,0.41,0.41,0.22,保守的な農業県。投票率が低い。自衛隊基地もあり安全保障政策への関心がある地域。
宮崎県2区,宮崎県,45,2,0.504,0.48,0.492,0.42,0.12,0.07,0.06,0.06,0.04,0.04,0.19,0.5,0.34,0.16,0.18,0.41,0.41,0.22,保守的な農業県。投票率が低い。自衛隊基地もあり安全保障政策への関心がある地域。
宮崎県3区,宮崎県,45,3,0.504,0.48,0.492,0.42,0.12,0.07,0.06,0.06,0.04,0.04,0.19,0.5,0.34,0.16,0.18,0.41,0.41,0.22,保守的な農業県。投票率が低い。自衛隊基地もあり安全保障政策への関心がある地域。
鹿児島県1区,鹿児島県,46,1,0.516,0.492,0.504,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.2,0.42,0.38,0.24,保守的な地域。原発（川内原発）、馬毛島基地問題など安全保障・エネルギーが地域課題。離島問題も。
鹿児島県2区,鹿児島県,46,2,0.516,0.492,0.504,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.2,0.42,0.38,0.24,保守的な地域。原発（川内原発）、馬毛島基地問題など安全保障・エネルギーが地域課題。離島問題も。
鹿児島県3区,鹿児島県,46,3,0.516,0.492,0.504,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.2,0.42,0.38,0.24,保守的な地域。原発（川内原発）、馬毛島基地問題など安全保障・エネルギーが地域課題。離島問題も。
鹿児島県4区,鹿児島県,46,4,0.516,0.492,0.504,0.4,0.13,0.08,0.06,0.06,0.05,0.04,0.18,0.48,0.35,0.17,0.2,0.42,0.38,0.24,保守的な地域。原発（川内原発）、馬毛島基地問題など安全保障・エネルギーが地域課題。離島問題も。
沖縄県1区,沖縄県,47,1,0.518,0.494,0.506,0.22,0.14,0.06,0.05,0.08,0.08,0.03,0.34,0.25,0.35,0.4,0.3,0.42,0.28,0.3,基地問題が最大の政治テーマ。「オール沖縄」など独自の政治勢力が強い。全国と異なる政党構図。保守・革新の対立軸が基地問題に集約。
沖縄県2区,沖縄県,47,2,0.518,0.494,0.506,0.22,0.14,0.06,0.05,0.08,0.08,0.03,0.34,0.25,0.35,0.4,0.3,0.42,0.28,0.3,基地問題が最大の政治テーマ。「オール沖縄」など独自の政治勢力が強い。全国と異なる政党構図。保守・革新の対立軸が基地問題に集約。
沖縄県3区,沖縄県,47,3,0.518,0.494,0.506,0.22,0.14,0.06,0.05,0.08,0.08,0.03,0.34,0.25,0.35,0.4,0.3,0.42,0.28,0.3,基地問題が最大の政治テーマ。「オール沖縄」など独自の政治勢力が強い。全国と異なる政党構図。保守・革新の対立軸が基地問題に集約。
